Ticker,Year,ESG Score,E Score,S Score,G Score,ESG Grade,E Grade,S Grade,G Grade,Company Name,Accumulated Other Comprehensive Income (Loss),Assets - Other,Accum Other Comp Inc - Other Adjustments,Accum Other Comp Inc - Unreal G/L Ret Int in Sec Assets,Assets and Liabilities - Other - Net Change,Accounts Payable - Trade,Assets - Total,Book Value Per Share,Capital Surplus/Share Premium Reserve,Capital Expenditures,Common/Ordinary Equity - Total,Common Equity - Liquidation Value,Common Equity - Tangible,Cash and Short-Term Investments,Cash and Cash Equivalents - Increase/(Decrease),Comprehensive Income - Total,Comp Inc - Beginning Net Income,Comprehensive Income - Noncontrolling Interest,Comp Inc - Other Adj,Comp Inc - Minimum Pension Adj,Comprehensive Income - Parent,Cost of Goods Sold,Common Shares Used to Calc Earnings Per Share - Fully Diluted,Common Shares Issued,Common Shares Outstanding,Common Shares Used to Calculate Earnings Per Share - Basic,Common/Ordinary Shareholders,Common/Ordinary Stock (Capital),Common Stock-Carrying Value,Common Stock Equivalents - Dollar Savings,Dilution Adjustment,Dilution Available - Excluding Extraordinary Items,Debt in Current Liabilities - Total,Long-Term Debt - Issuance,Long-Term Debt - Reduction,Long-Term Debt - Total,Discontinued Operations,Cash Dividends (Cash Flow),Dividends Common/Ordinary,Dividends - Preferred/Preference,Dividends - Total,Earnings Before Interest and Taxes,Employees,Earnings Per Share (Diluted) - Including Extraordinary Items,Earnings Per Share (Diluted) - Excluding Extraordinary Items,Earnings Per Share (Basic) - Including Extraordinary Items,Earnings Per Share (Basic) - Excluding Extraordinary Items,Common ESOP Obligation - Total,Preferred ESOP Obligation - Total,Exchange Rate Effect,Financing Activities - Other,Financing Activities - Net Cash Flow,Funds from Operations - Other,Gross Profit (Loss),Income Before Extraordinary Items,Income Before Extraordinary Items - Adjusted for Common Stock Equivalents,Income Before Extraordinary Items (Cash Flow),Income Before Extraordinary Items - Available for Common,Invested Capital - Total,Investing Activities - Other,Investing Activities - Net Cash Flow,Liabilities - Other - Total,Liabilities and Stockholders Equity - Total,Liabilities - Total,Noncontrolling Interest (Balance Sheet),Net Income (Loss),Net Income Adjusted for Common/Ordinary Stock (Capital) Equivalents,Nonoperating Income (Expense),Notes Payable - Short-Term Borrowings,Operating Activities - Net Cash Flow,Operating Income After Depreciation,Earnings Per Share from Operations,Earnings Per Share - Diluted - from Operations,Pretax Income,Nonred Pfd Shares Outs (000),Redeem Pfd Shares Outs (000),Preferred/Preference Stock (Capital) - Total,Preferred Stock - Liquidating Value,Preferred/Preference Stock - Nonredeemable,Preferred/Preference Stock - Redeemable,Preferred Stock - Redemption Value,Retained Earnings,Receivables - Total,Revenue - Total,Sales/Turnover (Net),Stockholders Equity - Parent,Special Items,Stock Compensation Expense,Stockholders Equity - Total,Treasury Stock - Total (All Capital),Treasury Stock - Common,Treasury Stock - Number of Common Shares,Treasury Stock - Preferrred,Excess Tax Benefit of Stock Options - Cash Flow Financing,Net Deferred Tax Asset (Liab) - Total,Income Taxes Paid,Income Taxes - Total,Extraordinary Items and Discontinued Operations,Extraordinary Items and Discontinued Operations (Cash Flow),Operating Expenses - Total,Stock Exchange Code,North America Industrial Classification System - Historical,Standard Industrial Classification - Historical,Common Shares Traded - Annual - Calendar,Dividends per Share - Pay Date - Calendar,Dividends per Share - Ex-Date - Calendar,Price Close - Annual - Calendar,Price High - Annual - Calendar,Price Low - Annual - Calendar,Cumulative Adjustment Factor by Ex-Date - Calendar,Common Shares Traded - Annual - Fiscal,Dividends per Share - Pay Date - Fiscal,Dividends per Share - Ex-Date - Fiscal,Price Close - Annual - Fiscal,Price High - Annual - Fiscal,Price Low - Annual - Fiscal,GIC Groups,GIC Industries,GIC Sectors,GIC Sub-Industries,North American Industry Classification Code
HPE,2019,71.69541048,56.81867343,68.56113707,89.68214559,B+,B-,B+,A,HEWLETT PACKARD ENTERPRISE,-3727,3767,0,0,204,5595,51803,13.2095,28444,2856,17098,17098,-2336,4076,-1008,540,1049,0,0,-444,540,17367,1366,1294.369,1294.369,1353,56.291,13,0.01,0,0,1049,4425,3517,2203,9395,0,608,601,0,601,2484,61.6,0.77,0.77,0.78,0.78,0,0,0,0,-1548,933,11768,1049,1049,1049,1049,26544,341,-3457,5789,51803,34654,0,1049,1049,599,984,3997,2484,1.76,1.74,1553,0,0,0,0,0,0,0,-11359,7688,29135,29135,17098,-1219,270,17149,0,0,0,0,0,1204,518,504,0,0,24116,11,334111,3571,2454939710,0.45,0.4575,15.86,17.59,12.52,1,2605609933,0.45,0.45,16.41,16.97,12.0868,4520,452020,45,45202030,3571
HPE,2020,77.6125052,59.14839716,77.82373426,92.62257008,A-,B,A-,A+,HEWLETT PACKARD ENTERPRISE,-3939,4442,0,0,54,5383,54015,12.47,28350,2383,16049,16049,-3071,4621,545,-491,-322,0,0,-107,-491,16240,1294,1287.01,1287.01,1294,54.317,13,0.01,0,0,-322,3943,7007,5099,13084,0,618,464,0,464,1654,59.4,-0.25,-0.25,-0.25,-0.25,0,0,0,-7,883,2379,10742,-322,-322,-322,-322,29180,21,-2578,5807,54015,37919,0,-322,-322,219,987,2240,1654,1.04,1.04,-442,0,0,0,0,0,0,0,-12314,7867,26982,26982,16049,-1983,278,16096,0,0,0,0,0,1488,297,-120,0,0,22703,11,334111,3571,2807060242,0.48,0.48,11.85,16.18,7.43,1,2702162434,0.48,0.48,8.64,17.59,7.43,4520,452020,45,45202030,3571
HPE,2021,77.33540527,59.63718603,74.90758327,96.41353721,A-,B,B+,A+,HEWLETT PACKARD ENTERPRISE,-2915,5698,0,0,337,7004,57699,15.426,28470,2502,19971,19971,643,4332,-289,4451,3427,0,0,928,4451,16165,1330,1294.634,1294.634,1309,51.818,13,0.01,0,0,3427,3744,3022,5465,10834,0,625,625,0,625,2114,60.4,2.58,2.58,2.62,2.62,0,0,0,-18,-3364,1380,11619,3427,3427,3427,3427,30851,-98,-2796,5667,57699,37682,0,3427,3427,493,939,5871,2114,1.84,1.81,3587,0,0,0,0,0,0,0,-8512,8858,27784,27784,19971,1269,382,20017,0,0,0,0,0,1529,398,160,0,0,23073,11,334111,3571,2560320226,0.48,0.48,15.77,16.74,11.53,1,2579659881,0.48,0.48,14.65,16.74,8.645,4520,452020,45,45202030,3571
FTV,2018,40.1513771,26.39429094,45.04638058,50.24198705,C,C-,C+,B-,FORTIVE CORP,-86.6,548.9,0,0,65.7,706.5,12905.6,19.7175,3126,112.3,6595.5,6595.5,-2013.9,1178.4,216.3,2790.1,2913.8,0,0,3.6,2790.1,2868.6,350.7,334.5,334.5,345.5,2.4,3.4,0.01,0,0,883.4,455.6,1750,1850,2974.7,1995.5,131.5,96.6,34.9,131.5,1252.8,24,8.21,2.52,8.33,2.56,0,0,-40.6,39.3,879.1,51.9,3584.1,918.3,883.4,918.3,883.4,9587.6,960.8,-1966.6,1125.9,12905.6,6292.7,0,2913.8,2878.9,-3,0,1344.4,1252.8,2.7,2.66,1078.4,0,1.4,0,0,0,0,0,3466.1,1195.1,6452.7,6452.7,6595.5,-74.4,50.8,6612.9,0,0,0,0,0,-523.4,89,160.1,1995.5,143.1,4939.1,11,334519,3829,740385119,0.28,0.28,67.66,88.34,62.89,1,740385119,0.28,0.28,67.66,88.34,62.89,2010,201060,20,20106020,3829
FTV,2019,45.38175036,29.25824176,47.99809071,61.29964779,C+,C-,C+,B,FORTIVE CORP,-56.3,697.6,0,0,146.9,765.5,17439,21.9851,3311.1,112.5,7387,7387,-4857.3,1205.2,26.8,769.2,738.9,0,0,-20.2,769.2,3197.7,340,336,336,335.8,2.3,3.4,0.01,0,0,656.4,1554.9,2913.2,455.3,4987.4,13.5,162.8,93.8,69,162.8,1206.5,25,1.97,1.93,1.99,1.95,0,0,7.1,13,2802.9,20.6,4122.3,725.4,656.4,725.4,656.4,12387.6,1.8,-4054.6,1584.2,17439,10038.8,0,738.9,669.9,-6.2,0,1271.4,1206.5,2.34,2.31,874.5,0,1.4,0,0,0,0,0,4072.5,1384.5,7320,7320,7387,-161.6,61.4,7400.2,0,0,0,0,0,-714.7,145,149.1,13.5,-13.5,5687.3,11,334519,3829,431547374,0.28,0.28,76.39,89.48,63.51,1,431547374,0.28,0.28,76.39,89.48,63.51,2010,201060,20,20106020,3829
FTV,2020,52.97100133,39.42597436,55.12626336,66.39924571,B-,C,B-,B,FORTIVE CORP,-141.1,267.1,0,0,225.9,480.8,16051.5,26.5292,3554.5,75.7,8964.2,8964.2,-1685.6,2944,619.6,1664.1,1613.3,0,0,-12.7,1664.1,1633.7,359,339,337.9,337.4,2.1,3.4,0.01,0,69,1452.2,1446.8,741.7,1730.8,2984.6,161.1,163.4,94.4,69,163.4,637.8,17,4.49,4.05,4.58,4.1,0,0,27.4,1598.3,-696.1,-1056.6,3000.7,1452.2,1383.2,1452.2,1383.2,11957.3,-37.6,-148.4,1233.4,16051.5,7078.8,0,1613.3,1544.3,-2.4,0,1436.7,637.8,1.03,0.97,1507.7,0,1.4,0,0,0,0,0,5406.3,810.3,4634.4,4634.4,8964.2,1020.8,62.6,8972.7,0,0,1.1,0,0,-573.2,95,55.5,161.1,459,3612.6,11,334519,3829,627290129,0.28,0.28,70.82,82.12,37.3101,1,627290129,0.28,0.28,70.82,82.12,37.3101,2010,201060,20,20106020,3829
FTV,2021,52.35873176,32.99717806,57.21014212,69.23185816,B-,C-,B-,B+,FORTIVE CORP,-185,271.3,0,0,67.2,557.9,16465.5,26.489,3670,50,9512.2,9512.2,-3530,819.3,-1005.5,564.5,608.4,0,0,24.8,564.5,1849.3,352.3,360.4,359.1,349,2,3.6,0.01,0,0,579.7,2196.3,999.8,611.1,1947.2,-5.8,132.2,97.7,34.5,132.2,891.4,18,1.63,1.65,1.64,1.66,0,0,-3,30.6,652,94.7,3405.4,614.2,579.7,614.2,579.7,11464.2,0,-2615.6,1286.4,16465.5,6948.5,0,608.4,573.9,-14.1,0,961.1,891.4,1.85,1.83,677.5,0,0,0,0,0,0,0,5838.6,930.2,5254.7,5254.7,9512.2,-96.6,77.4,9517,0,0,1.3,0,0,-697.9,103,63.3,-5.8,-31.8,3967.8,11,334519,3829,576329740,0.28,0.28,76.29,79.87,64.58,1,576329740,0.28,0.28,76.29,79.87,64.58,2010,201060,20,20106020,3829
HUM,2014,78.73437801,80.352657,71.36772487,86.76522229,A-,A-,B+,A,HUMANA INC,223,1103,0,0,-384,6994,23466,64.4769,2330,528,9646,9646,5363,9533,797,1212,1147,0,0,0,1212,38050,155.874,197.952,149.604,154.187,43.55,33,0.167,0,0,1147,0,1733,500,3825,0,172,173,0,173,2362,57,7.36,7.36,7.44,7.44,0,0,0,-959,-758,172,10450,1147,1147,1147,1147,13471,72,-63,2640,23466,13820,0,1147,1147,0,0,1618,2362,7.59,7.51,2170,0,0,0,0,0,0,0,10139,1754,48500,48500,9646,-37,98,9646,2856,2856,48.348,0,12,101,1030,1023,0,0,45689,11,621491,6324,344109573,1.1,1.11,143.63,151.52,91,1,344109573,1.1,1.11,143.63,151.52,91,3510,351020,35,35102030,6324
HUM,2015,85.41619377,83.21507761,83.88179025,88.35803608,A,A-,A,A,HUMANA INC,58,1402,0,0,-998,7489,24705,69.7696,2530,523,10346,10346,6724,9838,636,1111,1276,0,0,0,1111,44177,151.142,198.372,148.288,149.455,44.1,33,0.167,0,0,1276,299,0,0,3821,0,172,175,0,175,2370.1,50.1,8.44,8.44,8.54,8.54,0,0,0,-308,-552,240,10112,1276,1276,1276,1276,14167,1061,320,2386,24705,14359,0,1276,1276,0,299,868,2370.1,7.09,7.01,2431,0,0,0,0,0,0,0,11075,2494,54289,54289,10346,246.9,109,10346,3292,3292,50.084,0,15,256,1179,1155,0,0,51471.9,11,621491,6324,385977787,1.14,1.15,178.51,219.79,137.45,1,385977787,1.14,1.15,178.51,219.79,137.45,3510,351020,35,35102030,6324
HUM,2016,84.18733571,83.06915307,84.68001615,84.1552105,A,A-,A,A,HUMANA INC,-66,1632,0,0,1279,7242,25396,71.5649,2562,527,10685,10685,7133,11472,1306,490,614,0,0,0,490,44896,150.917,198.495,149.305,149.375,95,33,0.167,0,0,614,300,0,0,3792,0,177,177,0,177,2398,51.6,4.07,4.07,4.11,4.11,0,0,0,1015,732,316,10036,614,614,614,614,14477,0,-1362,3097,25396,14711,0,614,614,30,300,1936,2398,7.22,7.14,1552,0,0,0,0,0,0,0,11388,2429,54932,54932,10685,-687,115,10685,3298,3298,49.19,0,0,399,916,938,0,0,52069,11,621491,6324,333271425,1.16,0.87,204.03,217.8,150,1,333271425,1.16,0.87,204.03,217.8,150,3510,351020,35,35102030,6324
HUM,2017,85.67200005,81.68576105,84.88792386,88.60601099,A,A-,A,A,HUMANA INC,19,1591,0,0,157,8878,27178,71.4851,2445,526,9842,9842,6335,13599,165,2533,2448,0,0,0,2533,43389,145.585,198.572,137.679,144.493,97.4,33,0.167,0,0,2448,150,1779,800,4770,0,220,232,0,232,3493,45.9,16.81,16.81,16.94,16.94,0,0,0,1814,-945,332,10343,2448,2448,2448,2448,14612,0,-2941,3160,27178,17336,0,2448,2448,35,150,4051,3493,14.49,14.38,4020,0,0,0,0,0,0,0,13689,2098,53732,53732,9842,717,157,9842,6325,6325,60.893,0,0,217,1498,1572,0,0,49754,11,621491,6324,342894168,1.49,1.89,248.07,264.56,186.25,1,342894168,1.49,1.89,248.07,264.56,186.25,3510,351020,35,35102030,6324
HUM,2018,85.98595575,81.16666667,87.18258591,86.95964411,A,A-,A,A,HUMANA INC,-159,1130,-4,0,-1255,8100,25413,74.9519,2535,612,10161,10161,6019,12369,-1699,1505,1683,0,-4,0,1505,45753,138.403,198.595,135.567,137.486,247,33,0.167,0,0,1683,1694,0,0,4375,0,265,277,0,277,3112,41.6,12.16,12.16,12.24,12.24,0,0,0,-565,-785,280,11159,1683,1683,1683,1683,14536,-805,-3087,715,25413,15252,0,1683,1683,-22,1295,2173,3112,14.45,14.36,2074,0,0,0,0,0,0,0,14913,2315,56912,56912,10161,-798,137,10161,7320,7320,63.028,0,0,-85,631,391,0,0,53278,11,621491,6324,201246852,1.9,2,286.48,355.88,248.01,1,201246852,1.9,2,286.48,355.88,248.01,3510,351020,35,35102030,6324
HUM,2019,86.82837183,82.93194444,87.53464014,87.92906356,A,A-,A,A,HUMANA INC,156,1247,-8,0,553,9867,29074,91.1169,2820,736,12037,12037,7932,15026,1711,3022,2707,0,-4,0,3022,53740,134.727,198.63,132.105,134.055,231.57,33,0.167,0,0,2707,815,987,400,5299,0,291,296,0,296,3239,46,20.1,20.1,20.2,20.2,0,0,0,-511,-2295,253,11148,2707,2707,2707,2707,17336,0,-1278,468,29074,17037,0,2707,2707,520,300,5284,3239,20.45,20.36,3470,0,0,0,0,0,0,0,17639,2356,64888,64888,12037,-47,163,12037,8455,8455,66.525,0,0,-341,518,763,0,0,61074,11,621491,6324,294609121,2.15,2.2,366.52,372.92,225.65,1,294609121,2.15,2.2,366.52,372.92,225.65,3510,351020,35,35102030,6324
HUM,2020,88.51284401,82.41895906,92.19735708,87.13837078,A,A-,A+,A,HUMANA INC,391,1362,-7,0,89,12347,34969,106.5334,2705,964,13728,13728,8952,17227,619,3602,3367,0,1,0,3602,61501,133.012,198.649,128.861,132.199,299.813,33,0.167,0,0,3367,729,1088,400,6415,0,323,331,0,331,4608,48.7,25.31,25.31,25.47,25.47,0,0,0,-795,-1955,230,15045,3367,3367,3367,3367,20143,0,-3065,773,34969,21241,0,3367,3367,-29,600,5639,4608,23.29,23.15,4674,0,0,0,0,0,0,0,20908,2538,76546,76546,13728,378,181,13728,9918,9918,69.788,0,0,-659,1132,1307,0,0,71322,11,621491,6324,255942754,2.425,2.5,410.27,474.7,208.25,1,255942754,2.425,2.5,410.27,474.7,208.25,3510,351020,35,35102030,6324
MCHP,2014,67.15871287,64.53188185,71.35249742,63.39116561,B+,B,B+,B,MICROCHIP TECHNOLOGY INC,1.051,45.956,0,0,58.013,74.05,4067.63,10.6771,1244.583,113.072,2135.461,2135.461,1413.865,1344.785,-61.731,389.397,395.281,0,0,0.088,389.397,707.869,217.63,218.79,200.003,198.291,0.297,0.2,0.001,0,0,395.281,17.5,1133.5,1103.954,1003.258,0,281.204,281.204,0,281.204,464.542,8.604,1.82,1.82,1.99,1.99,0,0,0,-22.215,-235.016,69.071,1223.348,395.281,395.281,395.281,395.281,3138.719,7.166,-503.279,217.516,4067.63,1932.169,0,395.281,395.281,20.514,0,676.564,464.542,1.94,1.76,432.354,0,0,0,0,0,0,0,1468.06,242.405,1931.217,1931.217,2135.461,-3.986,53.787,2135.461,577.382,577.382,18.787,0,1.411,-307.826,25.7,37.073,0,0,1277.536,14,334413,3674,483248208,1.415,1.415,44.75,44.95,32.38,2,490696931,1.417,1.417,47.76,48.47,33.72,4530,453010,45,45301020,3674
MCHP,2015,63.24545177,57.13481303,65.36170503,67.08640039,B,B-,B,B+,MICROCHIP TECHNOLOGY INC,11.076,75.51,0,0,15.407,86.866,4780.713,10.118,999.515,149.472,2044.654,2044.654,968.966,1958.869,141.212,375.075,365.325,-4.55,0,-0.127,379.625,789.717,223.561,218.79,202.08,200.937,0.28,0.202,0.001,0,0,369.009,0,3584.594,3182.867,1826.858,0,286.478,286.478,0,286.478,458.664,9.449,1.65,1.65,1.84,1.84,0,0,-0.201,-32.846,98.548,135.02,1357.319,369.009,369.009,365.325,369.009,3887.884,-6.663,-678.317,157.665,4780.713,2719.687,0,369.009,369.009,14.483,0,721.182,458.664,1.83,1.64,345.907,0,0,0,0,0,0,0,1560.616,273.937,2147.036,2147.036,2044.654,-65.206,58.596,2061.026,515.679,515.679,16.71,0,1.216,-310.147,25.5,-19.418,0,0,1410.074,14,334413,3674,476863047,1.423,1.423,45.11,50.035,36.92,2,537921547,1.425,1.425,48.9,52.44,36.92,4530,453010,45,45301020,3674
MCHP,2016,64.88674714,59.08331582,65.08585794,71.52233189,B,B,B,B+,MICROCHIP TECHNOLOGY INC,-3.357,123.856,0,0,53.619,79.312,5567.515,10.5395,1391.553,97.895,2150.919,2150.919,531.918,2446.035,1484.936,309.767,323.925,-0.207,0,0.031,309.974,813.949,217.388,227.417,204.082,203.384,0.455,0.204,0.001,0,0,324.132,0,2204.5,1615.128,2483.037,0,291.087,291.087,0,291.087,411.686,9.766,1.49,1.49,1.59,1.59,0,0,0,-2.156,-59.944,131.533,1359.385,324.132,324.132,323.925,324.132,4633.956,14.296,800.397,152.332,5567.515,3416.596,0,324.132,324.132,30.741,0,744.483,411.686,1.65,1.54,281.293,0,0,0,0,0,0,0,1579.228,290.183,2173.334,2173.334,2150.919,-57.116,71.42,2150.919,820.066,820.066,23.335,0,0.758,-384.387,25.4,-42.632,0,0,1478.477,14,334413,3674,609987860,1.431,1.431,46.54,52.44,37.77,2,597922680,1.433,1.433,48.2,50.71,37.77,4530,453010,45,45301020,3674
MCHP,2017,66.25937989,56.96058444,66.77407727,76.56868375,B,B-,B+,A-,MICROCHIP TECHNOLOGY INC,-14.378,143.945,0,0,134.011,149.233,7686.881,14.2767,2537.344,75.31,3270.711,3270.711,-1176.39,1302.772,-1184.067,153.618,164.639,0,0,-5.307,153.618,1329.296,234.806,249.464,229.094,217.196,0.56,0.229,0.001,0,0,170.592,49.952,4182,3217.988,2900.524,-5.953,315.429,315.429,0,315.429,592.138,12.656,0.71,0.73,0.76,0.79,0,0,-1.007,-36.93,595.461,244.035,2078.511,170.592,170.592,170.592,170.592,6171.235,12.851,-2837.973,402.151,7686.881,4416.17,0,164.639,164.639,4.195,0,1059.452,592.138,1.86,1.72,89.787,0,0,0,0,0,0,0,1465.022,478.373,3407.807,3407.807,3270.711,-360.2,128.155,3270.711,731.884,731.884,20.37,0,0,-340.175,48.4,-80.805,-5.953,3.395,2346.461,14,334413,3674,580899695,1.439,1.439,64.15,66.81,39.01,2,618737491,1.441,1.441,73.78,76.5,46.98,4530,453010,45,45301020,3674
MCHP,2018,64.35895561,57.83352478,59.63706181,79.98059737,B,B-,B,A-,MICROCHIP TECHNOLOGY INC,-17.6,172,0,0,55,144.1,8257.2,13.9549,2562.5,206.8,3279.8,3279.8,-681.2,2196.6,-7.4,252.2,255.4,0,0,-4.8,252.2,1429.7,248.9,253.233,235.028,232.9,0.566,0.2,0.001,0,0,255.4,1309.9,187,261.2,1758.4,0,337.5,337.5,0,337.5,963.8,14.234,1.03,1.03,1.1,1.1,0,0,0,-1.2,-415.3,231.7,2551.1,255.4,255.4,255.4,255.4,5038.2,3.2,-1011.7,995.8,8257.2,4977.4,0,255.4,255.4,16,0,1419.6,963.8,3.25,3.03,737.3,0,0,0,0,0,0,0,1379.7,563.7,3980.8,3980.8,3279.8,-43.5,93.2,3279.8,662.6,662.6,18.205,0,0,-105.6,25.9,481.9,0,0,2401.1,14,334413,3674,619729137,1.447,1.447,87.88,95.92,62.21,2,603302667,1.449,1.449,91.36,101.48,71.401,4530,453010,45,45301020,3674
MCHP,2019,65.41268842,57.06783379,73.33952875,62.34722744,B,B-,B+,B,MICROCHIP TECHNOLOGY INC,-20.7,1789,0,0,-24.2,226.4,18350,22.2547,2679.6,228.9,5287.5,5287.5,-8062,430.9,-472.7,354.5,355.9,0,0,3.9,354.5,1859.1,249.9,253.233,237.59,236.2,0.564,0.2,0.001,0,0,355.9,1360.8,9406,4296.2,8946.2,0,344.4,344.4,0,344.4,1160.1,18.286,1.42,1.42,1.51,1.51,0,0,0,-72.7,4663.5,297.5,3490.4,355.9,355.9,355.9,355.9,14233.7,-18.4,-6811,1035.7,18350,13062.5,0,355.9,355.9,-6.8,0,1674.8,1160.1,3.06,2.88,204.5,0,0,0,0,0,0,0,3189.9,880.6,5349.5,5349.5,5287.5,-445.9,166.4,5287.5,582.2,582.2,15.643,0,0,971.1,77.6,-151.4,0,0,3313,14,334413,3674,802388953,1.455,1.455,71.92,104.2,60.7,2,773514309,1.457,1.457,82.96,104.2,60.7,4530,453010,45,45301020,3674
MCHP,2020,64.52662685,57.21871292,68.15078028,67.31627042,B,B-,B+,B+,MICROCHIP TECHNOLOGY INC,-21.6,1846.2,0,0,-13.1,246.8,17426.1,22.7677,2675.1,67.6,5585.5,5585.5,-6781.6,403,-27.6,571,570.6,0,0,2.2,571,1851,256.2,258.391,245.326,238.9,0.568,0.2,0.001,0,0,570.6,653.3,1637.9,2707.8,8968.1,0,350.1,350.1,0,350.1,743,18,2.23,2.23,2.39,2.39,0,0,0,-8.9,-1438.2,302.2,3423.2,570.6,570.6,570.6,570.6,14553.6,-68.3,-133.2,916.6,17426.1,11840.6,0,570.6,570.6,6,0,1543.8,743,1.31,1.22,150.4,0,0,0,0,0,0,0,3410.8,934,5274.2,5274.2,5585.5,-101.3,170.2,5585.5,500.6,500.6,13.065,0,0,1430,101.3,-420.2,0,0,3315.6,14,334413,3674,619576540,1.463,1.463,104.72,106.16,66.16,2,709631530,1.465,1.465,67.8,112.4703,53.15,4530,453010,45,45301020,3674
MCHP,2021,60.47258543,57.14724008,65.50702454,56.1561753,B,B-,B,B-,MICROCHIP TECHNOLOGY INC,-26.2,1859.2,0,0,-16.7,292.4,16478.8,19.512,2403.3,92.6,5337.1,5337.1,-6128.3,282,-121,344.8,349.4,0,0,-8.3,344.8,1881,270.6,284.479,273.529,259.6,0.567,0.3,0.001,0,0,349.4,1362.7,7543.8,8958.4,7706.6,0,388.3,388.3,0,388.3,1023.4,19.5,1.29,1.29,1.35,1.35,0,0,0,-57,-1864.2,569.9,3557.4,349.4,349.4,349.4,349.4,13043.7,-80.7,-173.3,981.6,16478.8,11141.7,0,349.4,349.4,-2.1,0,1916.5,1023.4,2.19,2.1,339.5,0,0,0,0,0,0,0,3367.3,997.7,5438.4,5438.4,5337.1,-324.9,198.3,5337.1,433.8,433.8,10.95,0,0,1705.3,87.3,-9.9,0,0,3261.7,14,334413,3674,731624445,1.471,1.471,138.11,145.34,53.15,2,609456413,1.494,1.494,155.22,166.67,61.62,4530,453010,45,45301020,3674
MCHP,2022,70.08430485,70.13126754,73.49259503,64.40427083,B+,B+,B+,B,MICROCHIP TECHNOLOGY INC,-20.6,1909,0,0,79.4,344.7,16199.5,10.6308,2535.9,370.1,5894.8,5894.8,-4821.9,319.4,37.4,1291.1,1285.5,0,0,7.8,1291.1,2149.8,565.9,577.805,554.501,552.3,0.546,0.6,0.001,0,0,1285.5,33.8,5173,6549,7816.3,0,503.8,503.8,0,503.8,1892.6,21,2.27,2.27,2.33,2.33,0,0,0,-8.5,-2327.6,360.1,4671.1,1285.5,1285.5,1285.5,1285.5,13711.1,-107.6,-477.7,1049.6,16199.5,10304.7,0,1285.5,1285.5,3.3,0,2842.7,1892.6,2.55,2.49,1482.5,0,0,0,0,0,0,0,4154.6,1072.6,6820.9,6820.9,5894.8,-156.4,210.2,5894.8,796.3,796.3,23.304,0,0,1757.3,141.4,197,0,0,3784.8,14,334413,3674,990004051,0.852,0.852,87.06,90,64.53,1,1039939985,0.91,0.91,75.14,90,64.26,4530,453010,45,45301020,3674
MCHP,2023,70.08430485,70.13126754,73.49259503,64.40427083,B+,B+,B+,B,MICROCHIP TECHNOLOGY INC,-4.1,1926.5,0,0,404.5,396.9,16370.3,11.9415,2413.3,486.2,6513.6,6513.6,-3529,234,-83.4,2254.2,2237.7,0,0,16.6,2254.2,2480.3,557.3,577.806,545.46,550.4,0.547,0.5,0.001,0,0,2237.7,1429.7,5935,7405.3,5170.3,0,695.3,695.3,0,695.3,3119.5,22.6,4.02,4.02,4.07,4.07,0,0,0,0,-3104.9,185.9,5958.4,2237.7,2237.7,2237.7,2237.7,11683.9,-113.3,-599.5,1525.1,16370.3,9856.7,0,2237.7,2237.7,5.9,0,3621,3119.5,4.08,4.03,2909.7,0,0,0,0,0,0,0,5760,1305.3,8438.7,8438.7,6513.6,-11.8,170.4,6513.6,1660.2,1660.2,32.346,0,0,1580.6,482.6,672,0,0,4320.8,14,334413,3674,1246736569,1.158,1.158,70.25,88.97,54.33,1,1220602812,1.263,1.263,83.78,87.76,54.33,4530,453010,45,45301020,3674
CB,2017,49.30521146,72.90628931,43.46666972,55.88834154,C+,B+,C+,B-,CHUBB LTD,543,12133,0,0,-645,17150,167022,110.3242,13978,0,51172,51172,28774,8337,-257,4718,3861,0,0,-11,4718,28039,471.197,479.784,463.833,467.146,8.466,11121,23.1792,0,0,3861,2421,0,501,11864,0,1308,1317,0,1317,4168,31,8.19,8.19,8.26,8.26,0,0,1,135,-2319,3494,4168,3861,3861,3861,3861,63036,-379,-2442,83716,167022,115850,0,3861,3861,521,1408,4503,4168,7.84,7.76,3722,0,0,0,0,0,0,0,28017,27478,32207,32207,51172,-360,300,51172,1944,1944,15.951,0,0,-699,736,-139,0,0,28039,11,524126,6331,353230924,2.8,2.82,146.13,156,127.15,1,353230924,2.8,2.82,146.13,156,127.15,4030,403010,40,40301040,6331
CB,2018,51.88266989,47.61019811,42.98349019,63.68920347,B-,C+,C+,B,CHUBB LTD,-2448,12250,0,0,796,18835,167771,109.5637,12557,0,50312,50312,28589,8460,489,1242,3962,0,0,-254,1242,27806,466.802,479.784,459.203,463.629,7.44,11121,23.1792,0,0,3962,1927,2171,2001,12395,0,1337,1344,0,1344,5240,32.7,8.49,8.49,8.55,8.55,0,0,-65,95,-1991,1700,5240,3962,3962,3962,3962,62707,-523,-2935,83998,167771,117459,0,3962,3962,153,1418,5480,5240,8.65,8.59,4657,0,0,0,0,0,0,0,29252,29355,33046,33046,50312,-95,285,50312,2618,2618,20.581,0,0,-304,503,695,0,0,27806,11,524126,6331,427894412,2.88,2.9,129.18,157.5,119.54,1,427894412,2.88,2.9,129.18,157.5,119.54,4030,403010,40,40301040,6331
